Drug A,Drug B,Drug A Inchikey,Drug B Inchikey,Drug Pair
minocycline,chir-90,WTJXVDPDEQKTCV-VQAITOIOSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
novobiocin,chir-90,YJQPYGGHQPGBLI-KGSXXDOSSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,chir-90,YMDXZJFXQJVXBF-STHAYSLISA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
pyocyanin,chir-90,YNCMLFHHXWETLD-UHFFFAOYSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cefotaxime,fluorouracil,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GHASVSINZRGABV-UHFFFAOYSA-N,"('GHASVSINZRGABV-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
fluorouracil,nitrofurantoin,GHASVSINZRGABV-UHFFFAOYSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('GHASVSINZRGABV-UHFFFAOYSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
fluorouracil,streptomycin,GHASVSINZRGABV-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('GHASVSINZRGABV-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
levofloxacin,chlorhexidine,GSDSWSVVBLHKDQ-JTQLQIEISA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
fusidic acid,chlorhexidine,IECPWNUMDGFDKC-MZJAQBGESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
chlorhexidine,rifampicin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
amikacin,chlorhexidine,LKCWBDHBTVXHDL-RMDFUYIESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amoxicillin,chlorhexidine,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
a22,chlorhexidine,LZTCFLDZLBOLDW-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
procaine,chlorhexidine,MFDFERRIHVXMIY-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
chlorhexidine,pseudomonic acid,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
chlorhexidine,azithromycin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
vanillin,chlorhexidine,MWOOGOJBHIARFG-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
ciprofloxacin,chlorhexidine,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
tobramycin,chlorhexidine,NLVFBUXFDBBNBW-PBSUHMDJSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
chlorhexidine,mitomycin c,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
chlorhexidine,bleomycin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
chlorhexidine,puromycin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
chlorhexidine,caffeine,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cccp,chlorhexidine,UGTJLJZQQFGTJD-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
spectinomycin,chlorhexidine,UNFWWIHTNXNPBV-WXKVUWSESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
oxacillin,chlorhexidine,UWYHMGVUTGAWSP-JKIFEVAISA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
benzalkonium,chlorhexidine,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,chlorhexidine,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
chlorhexidine,egcg,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
polymyxin b,chlorhexidine,WQVJHHACXVLGBL-BPJDFBQWSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
minocycline,chlorhexidine,WTJXVDPDEQKTCV-VQAITOIOSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
chlorhexidine,aztreonam,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
chlorhexidine,berberine,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,chlorhexidine,YJQPYGGHQPGBLI-KGSXXDOSSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
chlorhexidine,colistin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
fosfomycin,chlorhexidine,YMDXZJFXQJVXBF-STHAYSLISA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
chlorhexidine,pyocyanin,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clomiphene,trimethoprim,GKIRPKYJQBWNGO-UHFFFAOYSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
amoxicillin,clomiphene,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,GKIRPKYJQBWNGO-UHFFFAOYSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
clomiphene,pseudomonic acid,GKIRPKYJQBWNGO-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
clomiphene,streptomycin,GKIRPKYJQBWNGO-UHFFFAOYSA-N,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')"
clomiphene,egcg,GKIRPKYJQBWNGO-UHFFFAOYSA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
clomiphene,tedizolid,GKIRPKYJQBWNGO-UHFFFAOYSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('GKIRPKYJQBWNGO-UHFFFAOYSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
cefotaxime,levofloxacin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
fusidic acid,cefotaxime,IECPWNUMDGFDKC-MZJAQBGESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IECPWNUMDGFDKC-MZJAQBGESA-N')"
cefotaxime,trimethoprim,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
cefotaxime,piperacillin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
cefotaxime,penicillin g,GPRBEKHLDVQUJE-QSWIMTSFSA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
cefotaxime,rifampicin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
cefotaxime,clindamycin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,KDLRVYVGXIQJDK-AWPVFWJPSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
amikacin,cefotaxime,LKCWBDHBTVXHDL-RMDFUYIESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amoxicillin,cefotaxime,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
cefotaxime,a22,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
cefotaxime,procaine,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
cefotaxime,vanillin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
cefotaxime,ciprofloxacin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
cefotaxime,tobramycin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
cefotaxime,mitomycin c,GPRBEKHLDVQUJE-QSWIMTSFSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
cefotaxime,nitrofurantoin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
cefotaxime,lincomycin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
cefotaxime,bleomycin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
cefotaxime,cefaclor,GPRBEKHLDVQUJE-QSWIMTSFSA-N,QYIYFLOTGYLRGG-GPCCPHFNSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')"
cefotaxime,caffeine,GPRBEKHLDVQUJE-QSWIMTSFSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
cefotaxime,cefsulodin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
cefotaxime,linezolid,GPRBEKHLDVQUJE-QSWIMTSFSA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
cccp,cefotaxime,UGTJLJZQQFGTJD-UHFFFAOYSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
spectinomycin,cefotaxime,UNFWWIHTNXNPBV-WXKVUWSESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
oxacillin,cefotaxime,UWYHMGVUTGAWSP-JKIFEVAISA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
cefotaxime,metronidazole,GPRBEKHLDVQUJE-QSWIMTSFSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')"
cefotaxime,curcumin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
cefotaxime,oritavancin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,VHFGEBVPHAGQPI-LXKZPTCJSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'VHFGEBVPHAGQPI-LXKZPTCJSA-N')"
cefotaxime,benzalkonium,GPRBEKHLDVQUJE-QSWIMTSFSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
cefotaxime,chloramphenicol,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
polymyxin b,cefotaxime,WQVJHHACXVLGBL-BPJDFBQWSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cefotaxime,aztreonam,GPRBEKHLDVQUJE-QSWIMTSFSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefotaxime,tedizolid,GPRBEKHLDVQUJE-QSWIMTSFSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')"
cefotaxime,metformin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
cefotaxime,berberine,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
novobiocin,cefotaxime,YJQPYGGHQPGBLI-KGSXXDOSSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
fosfomycin,cefotaxime,YMDXZJFXQJVXBF-STHAYSLISA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,pyocyanin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cefotaxime,cephalexin,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')"
cefotaxime,imipenem,GPRBEKHLDVQUJE-QSWIMTSFSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
cefepime,levofloxacin,HVFLCNVBZFFHBT-ZKDACBOMSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'HVFLCNVBZFFHBT-ZKDACBOMSA-N')"
trimethoprim,levofloxacin,IEDVJHCEMCRBQM-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
levofloxacin,piperacillin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
cefuroxime,levofloxacin,JFPVXVDWJQMJEE-IZRZKJBUSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'JFPVXVDWJQMJEE-IZRZKJBUSA-N')"
levofloxacin,sulfamethoxazol,GSDSWSVVBLHKDQ-JTQLQIEISA-N,JLKIGFTWXXRPMT-UHFFFAOYSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'JLKIGFTWXXRPMT-UHFFFAOYSA-N')"
levofloxacin,rifampicin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
clindamycin,levofloxacin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'KDLRVYVGXIQJDK-AWPVFWJPSA-N')"
amikacin,levofloxacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
procaine,levofloxacin,MFDFERRIHVXMIY-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
levofloxacin,azithromycin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
vanillin,levofloxacin,MWOOGOJBHIARFG-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
ciprofloxacin,levofloxacin,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
levofloxacin,mitomycin c,GSDSWSVVBLHKDQ-JTQLQIEISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
levofloxacin,nitrofurantoin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
levofloxacin,lincomycin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,OJMMVQQUTAEWLP-KIDUDLJLSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')"
levofloxacin,bleomycin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
levofloxacin,ciclopirox,GSDSWSVVBLHKDQ-JTQLQIEISA-N,SCKYRAXSEDYPSA-UHFFFAOYSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'SCKYRAXSEDYPSA-UHFFFAOYSA-N')"
cefsulodin,levofloxacin,SYLKGLMBLAAGSC-QLVMHMETSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
diacerein,levofloxacin,TYNLGDBUJLVSMA-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYNLGDBUJLVSMA-UHFFFAOYSA-N')"
levofloxacin,linezolid,GSDSWSVVBLHKDQ-JTQLQIEISA-N,TYZROVQLWOKYKF-ZDUSSCGKSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'TYZROVQLWOKYKF-ZDUSSCGKSA-N')"
levofloxacin,curcumin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
benzalkonium,levofloxacin,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
chloramphenicol,levofloxacin,WIIZWVCIJKGZOK-RKDXNWHRSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
